ID,Sales Segment,Global Region,Industry,Booking Date Date,Lead Source,Type,Reporting Type Reason,Stage Name,Source,Number of Employees,Is Customer (Yes / No),Created Date,Tenure Months,Total ARR
3232,SMB,APAC,Computer Software,2019-04-26,,Upgrade,Upgrade,Closed Won,,200,Yes,2019-04-22,39 Months,$3K
3233,Emerging,NA,Internet Software & Services,2019-04-26,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-03-26,41 Months,$1K
3234,Emerging,NA,Internet Software & Services,2019-04-26,Datahug,New Deal,New,Closed Won,Datahug,45,Yes,2019-01-14,47 Months,$18K
3235,SMB,NA,Internet,2019-04-26,,Upgrade,Upgrade,Closed Won,,50,No,2019-04-04,41 Months,$13K
3236,Enterprise,NA,Internet Software & Services,2019-04-26,,New Deal,New,Closed Lost,,"16,000",No,2019-03-07,23 Months,$17K
3237,Emerging,NA,Professional Services,2019-04-26,,Upgrade,Upgrade,Closed Won,,8,Yes,2019-04-02,60 Months,-$599.98
3238,Enterprise,NA,Internet Software & Services,2019-04-26,,Upgrade,Upgrade,Closed Won,,"1,105",Yes,2019-04-05,23 Months,$2K
3239,Mid-Market,NA,Professional Services,2019-04-26,,Upgrade,Upgrade,Closed Won,,427,Yes,2019-04-15,23 Months,$22K
3240,Mid-Market,NA,Internet Software & Services,2019-04-26,,Upgrade,Upgrade,Closed Won,,"1,001",Yes,2019-04-25,60 Months,$27K
3241,Mid-Market,EMEA,Media,2019-04-26,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,87,Yes,2019-02-18,39 Months,$16K
3242,SMB,NA,Internet Software & Services,2019-04-26,,Upgrade,Upgrade,Closed Won,,150,Yes,2019-01-23,60 Months,$1K
3243,Emerging,NA,Finance,2019-04-26,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-03-29,47 Months,$5K
3244,Emerging,NA,Internet Software & Services,2019-04-26,,Upgrade,Upgrade,Closed Won,,10,Yes,2019-04-03,41 Months,$6K
3245,SMB,NA,Internet Software & Services,2019-04-26,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-02-25,4 Months,$34K
3246,Emerging,NA,Internet Software & Services,2019-04-25,SalesLoft,New Deal,New,Closed Won,SalesLoft,30,Yes,2019-02-28,47 Months,$12K
3247,Emerging,NA,Internet Software & Services,2019-04-25,,Upgrade,Upgrade,Closed Won,,5,Yes,2019-04-18,60 Months,$4K
3248,Emerging,NA,Internet Software & Services,2019-04-25,,Upgrade,Upgrade,Closed Lost,,15,Yes,2019-04-23,7 Months,$1K
3249,Emerging,NA,Internet Software & Services,2019-04-25,,Upgrade,Upgrade,Closed Won,,20,Yes,2019-04-08,7 Months,-$660.00
3250,SMB,NA,Internet Software & Services,2019-04-25,SalesLoft,New Deal,New,Closed Won,SalesLoft,50,Yes,2019-04-08,31 Months,$8K
3251,SMB,NA,Internet Software & Services,2019-04-25,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-03-19,39 Months,$6K
3252,Emerging,NA,Internet Software & Services,2019-04-25,,Upgrade,Upgrade,Closed Won,,19,Yes,2019-04-24,60 Months,-$540.00
3253,Emerging,EMEA,Technology,2019-04-25,,New Deal,New,Closed Won,,,Yes,2019-04-09,11 Months,$5K
3254,Emerging,NA,Health Care,2019-04-25,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-03-23,3 Months,$3K
3255,Enterprise,NA,Media,2019-04-25,Outbound,Upgrade,Upgrade,Closed Won,Outbound,"2,400",Yes,2019-04-24,15 Months,$9K
3256,SMB,NA,Computer Software,2019-04-25,,Upgrade,Upgrade,Closed Won,,100,Yes,2019-04-24,4 Months,$2K
3257,SMB,NA,Internet,2019-04-25,,Upgrade,Upgrade,Closed Won,,175,Yes,2019-04-24,39 Months,-$998.40
3258,Emerging,NA,Internet Software & Services,2019-04-25,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-04-18,47 Months,$5K
3259,Emerging,NA,E-Learning,2019-04-25,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,29,Yes,2019-04-15,47 Months,$15K
3260,SMB,NA,IT Services,2019-04-24,,Upgrade,Upgrade,Closed Won,,200,Yes,2019-03-15,41 Months,$6K
3261,SMB,NA,Diversified Telecommunication Services,2019-04-24,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-04-24,3 Months,$5K
3262,Emerging,NA,Technology,2019-04-24,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,11,Yes,2019-03-26,31 Months,$8K
3263,Emerging,NA,Internet Software & Services,2019-04-24,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-24,4 Months,$4K
3264,Emerging,EMEA,Internet Software & Services,2019-04-24,,Upgrade,Upgrade,Closed Won,,11,No,2019-04-23,3 Months,$1K
3265,SMB,NA,Internet Software & Services,2019-04-24,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,51,No,2019-03-08,31 Months,$15K
3266,SMB,EMEA,Education,2019-04-24,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,68,Yes,2019-03-27,11 Months,$8K
3267,Mid-Market,NA,Internet Software & Services,2019-04-24,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-02-26,3 Months,$36K
3268,Mid-Market,NA,Internet Software & Services,2019-04-24,,Upgrade,Upgrade,Closed Won,,201,Yes,2019-04-05,41 Months,$3K
3269,Emerging,EMEA,,2019-04-24,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,,Yes,2019-03-27,41 Months,$8K
3270,SMB,NA,Professional Services,2019-04-24,,New Deal,New,Closed Lost,,75,No,2018-09-27,31 Months,$8K
3271,Mid-Market,EMEA,Diversified Financial Services,2019-04-24,,Upgrade,Upgrade,Closed Won,,"3,000",Yes,2019-04-05,15 Months,$25K
3272,Emerging,NA,Professional Services,2019-04-23,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-01-22,60 Months,$1K
3273,SMB,NA,Internet Software & Services,2019-04-23,,Upgrade,Upgrade,Closed Won,,201,Yes,2019-03-20,39 Months,$25K
3274,SMB,EMEA,Internet Software & Services,2019-04-23,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,,Yes,2019-04-04,31 Months,$12K
3275,Emerging,NA,Internet Software & Services,2019-04-23,Web,New Deal,New,Closed Lost,Web,10,No,2018-12-04,47 Months,$8K
3276,Mid-Market,NA,Pharmaceuticals,2019-04-23,,Upgrade,Upgrade,Closed Won,,"1,500",Yes,2019-04-16,41 Months,$1K
3277,SMB,NA,Technology,2019-04-23,,Upgrade,Upgrade,Closed Won,,108,Yes,2019-04-17,60 Months,$9K
3278,SMB,APAC,Computer Software,2019-04-23,,Upgrade,Upgrade,Closed Won,,200,Yes,2019-04-22,39 Months,$4K
3279,Emerging,NA,Information Technology & Services,2019-04-23,,New Deal,New,Closed Lost,,11,No,2019-03-08,47 Months,$15K
3280,Emerging,NA,Professional Services,2019-04-23,,Upgrade,Upgrade,Closed Lost,,50,No,2019-04-16,41 Months,$2K
3281,Emerging,NA,Internet Software & Services,2019-04-23,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-04-18,39 Months,$2K
3282,SMB,NA,Internet Software & Services,2019-04-23,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-01-14,60 Months,$9K
3283,Emerging,NA,Internet Software & Services,2019-04-23,,Upgrade,Upgrade,Closed Won,,32,Yes,2019-04-22,39 Months,$2K
3284,Emerging,NA,Internet Software & Services,2019-04-23,,Upgrade,Upgrade,Closed Won,,40,Yes,2019-02-06,60 Months,$4K
3285,SMB,NA,Professional Services,2019-04-23,,Upgrade,Upgrade,Closed Won,,79,Yes,2019-04-19,41 Months,$2K
3286,Emerging,NA,Internet Software & Services,2019-04-23,,Upgrade,Upgrade,Closed Won,,18,Yes,2019-04-04,31 Months,$3K
3287,Emerging,NA,Internet Software & Services,2019-04-23,SalesLoft (Prospector),New Deal,New,Closed Lost,SalesLoft (Prospector),11,No,2019-03-21,7 Months,$8K
3288,SMB,NA,Computer Software,2019-04-23,Data Vendor,New Deal,New,Closed Won,Data Vendor,0,Yes,2019-03-14,41 Months,$18K
3289,Emerging,NA,Internet Software & Services,2019-04-22,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-04-15,41 Months,$4K
3290,Enterprise,NA,Computer Software,2019-04-22,,New Deal,New,Closed Lost,,330,No,2018-11-26,41 Months,$8K
3291,SMB,NA,Internet Software & Services,2019-04-22,Inbound SDR,New Deal,New,Closed Won,Inbound SDR,51,Yes,2019-03-01,47 Months,$57K
3292,Emerging,NA,Internet Software & Services,2019-04-22,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-04-12,47 Months,$12K
3293,Emerging,NA,Internet Software & Services,2019-04-22,,Upgrade,Upgrade,Closed Won,,3,Yes,2019-04-16,60 Months,$1K
3294,Enterprise,NA,Transportation,2019-04-22,,New Deal,Upgrade,Closed Won,,"10,001",Yes,2019-04-16,15 Months,$11K
3295,Emerging,NA,Internet Software & Services,2019-04-22,,Upgrade,Upgrade,Closed Won,,32,Yes,2019-04-11,39 Months,$7K
3296,Enterprise,NA,Internet Software & Services,2019-04-22,Datahug,Upgrade,Upgrade,Closed Lost,Datahug,51,Yes,2019-02-28,39 Months,$14K
3297,Emerging,NA,Internet Software & Services,2019-04-22,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-04-19,60 Months,$6K
3298,SMB,NA,Professional Services,2019-04-22,Google Natural Search,New Deal,New,Closed Lost,Google Natural Search,51,No,2019-03-21,47 Months,$8K
3299,Emerging,NA,Internet Software & Services,2019-04-22,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,400,Yes,2019-03-20,47 Months,$10K
3300,Mid-Market,NA,Internet Software & Services,2019-04-22,,Upgrade,Upgrade,Disqualified,,501,Yes,2019-03-08,60 Months,$3K
3301,SMB,NA,Internet Software & Services,2019-04-22,,Upgrade,Upgrade,Closed Won,,18,Yes,2019-04-18,60 Months,$3K
3302,Emerging,NA,Internet Software & Services,2019-04-22,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-04-22,4 Months,$3K
3303,Emerging,NA,Internet Software & Services,2019-04-19,,Upgrade,Upgrade,Closed Won,,96,Yes,2019-04-18,3 Months,$1K
3304,SMB,NA,Internet Software & Services,2019-04-19,SalesLoft (Prospector),New Deal,New,Closed Lost,SalesLoft (Prospector),125,Yes,2018-11-28,47 Months,$7K
3305,Emerging,NA,Technology,2019-04-19,,Upgrade,Upgrade,Closed Won,,15,Yes,2019-04-15,47 Months,$4K
3306,Emerging,NA,Internet Software & Services,2019-04-19,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,0,Yes,2019-04-05,47 Months,$8K
3307,SMB,NA,Internet,2019-04-19,,Upgrade,Upgrade,Closed Won,,175,Yes,2019-04-18,39 Months,$2K
3308,Emerging,NA,Internet,2019-04-19,SalesLoft,Upgrade,Upgrade,Closed Won,SalesLoft,10,Yes,2019-03-29,47 Months,$3K
3309,Enterprise,NA,Internet Software & Services,2019-04-19,,Upgrade,Upgrade,Closed Won,,"1,768",Yes,2019-03-18,15 Months,$40K
3310,Emerging,NA,Internet Software & Services,2019-04-19,,Upgrade,Upgrade,Closed Won,,34,Yes,2019-04-17,39 Months,$10K
3311,SMB,NA,Technology,2019-04-19,Data Vendor,New Deal,New,Closed Won,Data Vendor,40,Yes,2019-04-03,47 Months,$17K
3312,SMB,NA,Internet Software & Services,2019-04-19,,Upgrade,Upgrade,Closed Won,,205,Yes,2019-04-03,60 Months,$3K
3313,SMB,NA,Internet Software & Services,2019-04-19,,Upgrade,Upgrade,Closed Won,,50,Yes,2019-04-11,47 Months,$5K
3314,Mid-Market,NA,Pharmaceuticals,2019-04-19,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,750,Yes,2019-03-21,39 Months,$10K
3315,Emerging,EMEA,Consulting,2019-04-19,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-19,7 Months,$2K
3316,Mid-Market,NA,Schools and Education,2019-04-19,,Upgrade,Upgrade,Closed Won,,501,Yes,2019-03-08,15 Months,$2K
3317,SMB,NA,Professional Services,2019-04-19,Email-Signature-Rescue,New Deal,New,Closed Won,Email-Signature-Rescue,30,Yes,2019-04-02,31 Months,$7K
3318,SMB,NA,Internet Software & Services,2019-04-19,,Upgrade,Upgrade,Closed Won,,230,Yes,2019-04-19,41 Months,$1K
3319,Emerging,NA,Internet Software & Services,2019-04-19,,Upgrade,Upgrade,Closed Won,,101,Yes,2019-04-11,3 Months,$5K
3320,SMB,EMEA,Internet Software & Services,2019-04-18,LeadIQ,New Deal,New,Closed Lost,LeadIQ,210,No,2018-09-27,39 Months,$27K
3321,SMB,NA,Professional Services,2019-04-18,,New Deal,New,Closed Lost,,201,No,2019-03-08,41 Months,$18K
3322,Emerging,APAC,Internet Software & Services,2019-04-18,,Upgrade,Upgrade,Closed Lost,,40,Yes,2019-03-19,47 Months,$5K
3323,Emerging,APAC,Internet Software & Services,2019-04-18,,Upgrade,Upgrade,Closed Won,,5,Yes,2019-04-16,7 Months,$2K
3324,SMB,NA,Professional Services,2019-04-18,Datahug,New Deal,New,Closed Won,Datahug,67,Yes,2019-03-26,25 Months,$8K
3325,Emerging,NA,Information Services,2019-04-18,,Upgrade,Upgrade,Closed Won,,100,Yes,2019-04-18,47 Months,$1K
3326,Emerging,EMEA,Transportation,2019-04-18,,Upgrade,Upgrade,Closed Won,,10,Yes,2019-04-16,47 Months,$2K
3327,Emerging,NA,Internet Software & Services,2019-04-18,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-04-17,47 Months,$3K
3328,Emerging,NA,Internet,2019-04-17,Data Vendor,New Deal,New,Closed Lost,Data Vendor,30,No,2019-01-25,31 Months,$10K
3329,Emerging,NA,Technology,2019-04-17,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-17,47 Months,-$567.60
3330,Emerging,NA,Technology,2019-04-17,,New Deal,New,Closed Won,,,Yes,2019-04-11,4 Months,$9K
3331,SMB,NA,Real Estate,2019-04-17,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,5,Yes,2019-03-26,39 Months,$12K
3332,Emerging,NA,Internet Software & Services,2019-04-17,,Upgrade,Upgrade,Closed Won,,28,Yes,2019-03-28,60 Months,$1K
3333,SMB,NA,,2019-04-17,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-17,39 Months,$5K
3334,Emerging,NA,Internet Software & Services,2019-04-17,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-04-10,47 Months,$1K
3335,Emerging,NA,Internet Software & Services,2019-04-17,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-02-11,3 Months,$12K
3336,Emerging,NA,Computer Software,2019-04-17,Datahug,New Deal,New,Closed Won,Datahug,50,Yes,2019-04-08,41 Months,$10K
3337,SMB,NA,Professional Services,2019-04-17,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,,Yes,2019-03-28,41 Months,$9K
3338,Emerging,NA,Internet Software & Services,2019-04-17,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-04-16,41 Months,$1K
3339,SMB,NA,Internet Software & Services,2019-04-17,Data Vendor,New Deal,New,Closed Won,Data Vendor,175,Yes,2018-10-26,7 Months,$8K
3340,Enterprise,EMEA,Internet Software & Services,2019-04-17,Google Ad,New Deal,New,Closed Won,Google Ad,600,Yes,2019-03-20,47 Months,$9K
3341,Emerging,NA,Internet Software & Services,2019-04-16,,Upgrade,Upgrade,Closed Won,,,No,2019-04-12,7 Months,$3K
3342,SMB,NA,Professional Services,2019-04-16,Bing Natural Search,New Deal,New,Closed Lost,Bing Natural Search,16,No,2019-04-01,47 Months,$13K
3343,Emerging,NA,Internet Software & Services,2019-04-16,,Upgrade,Upgrade,Closed Won,,35,Yes,2019-04-16,47 Months,$1K
3344,Emerging,NA,Internet Software & Services,2019-04-16,,Upgrade,Upgrade,Closed Won,,44,Yes,2019-04-08,47 Months,$4K
3345,Mid-Market,NA,Diversified Consumer Services,2019-04-16,,Upgrade,Upgrade,Closed Won,,201,Yes,2019-02-22,39 Months,$9K
3346,Emerging,NA,,2019-04-16,twitter,New Deal,New,Closed Won,twitter,,Yes,2019-04-03,31 Months,$21K
3347,Emerging,EMEA,Internet Software & Services,2019-04-16,,Upgrade,Upgrade,Closed Won,,21,No,2019-04-03,47 Months,$7K
3348,Emerging,NA,,2019-04-16,Datahug,New Deal,New,Closed Won,Datahug,,Yes,2019-03-29,47 Months,$8K
3349,SMB,NA,Automotive,2019-04-16,Google Natural Search,New Deal,New,Closed Lost,Google Natural Search,90,No,2019-02-22,47 Months,$33K
3350,Emerging,NA,Internet Software & Services,2019-04-16,,Upgrade,Upgrade,Closed Won,,20,Yes,2019-04-11,39 Months,$6K
3351,Enterprise,NA,Internet Software & Services,2019-04-16,Datahug,New Deal,New,Closed Won,Datahug,"4,662",Yes,2018-04-02,15 Months,$95K
3352,Emerging,NA,Internet Software & Services,2019-04-15,,Upgrade,Upgrade,Closed Won,,44,Yes,2019-04-09,39 Months,$5K
3353,SMB,NA,Internet Software & Services,2019-04-15,Data Vendor,New Deal,New,Closed Lost,Data Vendor,138,Yes,2019-03-13,4 Months,$8K
3354,Emerging,NA,Technology,2019-04-15,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,19,Yes,2019-02-26,31 Months,$8K
3355,Mid-Market,NA,Internet Software & Services,2019-04-15,,Upgrade,Upgrade,Closed Won,,830,No,2019-04-01,41 Months,$20K
3356,Emerging,NA,Internet Software & Services,2019-04-15,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-04-15,47 Months,$2K
3357,SMB,NA,Internet Software & Services,2019-04-15,,Upgrade,Upgrade,Closed Won,,400,Yes,2019-04-15,7 Months,$4K
3358,Emerging,NA,Internet,2019-04-15,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,30,No,2019-03-01,7 Months,$35K
3359,Enterprise,NA,Internet Software & Services,2019-04-15,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-04-15,7 Months,$1K
3360,SMB,NA,Internet Software & Services,2019-04-15,SalesLoft,New Deal,New,Closed Lost,SalesLoft,262,No,2018-11-08,41 Months,$8K
3361,Emerging,LATAM,"Hotels, Restaurants & Leisure",2019-04-15,,Upgrade,Upgrade,Closed Won,,120,Yes,2019-04-15,60 Months,$2K
3362,Emerging,EMEA,Professional Services,2019-04-12,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-12,41 Months,$2K
3363,SMB,NA,Computer Software,2019-04-12,,Upgrade,Upgrade,Closed Won,,100,Yes,2019-04-11,4 Months,-$900.00
3364,SMB,NA,Professional Services,2019-04-12,Datahug,New Deal,New,Closed Won,Datahug,51,Yes,2019-01-23,47 Months,$9K
3365,SMB,NA,Internet Software & Services,2019-04-12,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-04-03,31 Months,$3K
3366,Emerging,NA,Internet Software & Services,2019-04-12,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-04-10,31 Months,$2K
3367,SMB,NA,Business Services,2019-04-12,,New Deal,New,Closed Lost,,51,No,2019-02-04,47 Months,$22K
3368,SMB,NA,Professional Services,2019-04-12,,Upgrade,Upgrade,Closed Won,,292,Yes,2019-04-03,3 Months,$5K
3369,Emerging,NA,Internet Software & Services,2019-04-12,,Upgrade,Upgrade,Closed Won,,175,Yes,2019-03-26,31 Months,$4K
3370,Mid-Market,NA,Oil & Gas,2019-04-12,,Upgrade,Upgrade,Closed Won,,201,Yes,2019-03-28,3 Months,$6K
3371,SMB,NA,Internet Software & Services,2019-04-12,,Upgrade,Upgrade,Closed Won,,11,Yes,2019-04-11,39 Months,-$899.99
3372,SMB,NA,Internet Software & Services,2019-04-12,,Upgrade,Upgrade,Closed Won,,25,Yes,2019-04-11,41 Months,$5K
3373,Emerging,NA,Internet Software & Services,2019-04-12,,Upgrade,Upgrade,Closed Won,,83,Yes,2019-04-10,41 Months,$4K
3374,SMB,NA,Professional Services,2019-04-11,,Upgrade,Upgrade,Closed Won,,69,Yes,2019-04-08,41 Months,$8K
3375,Emerging,NA,Internet Software & Services,2019-04-11,Web,New Deal,New,Closed Won,Web,114,Yes,2019-04-04,4 Months,$8K
3376,Emerging,NA,Internet Software & Services,2019-04-11,Web,New Deal,New,Closed Lost,Web,10,No,2018-12-21,4 Months,$8K
3377,SMB,NA,Internet Software & Services,2019-04-11,,Upgrade,Upgrade,Closed Lost,,51,Yes,2019-03-27,39 Months,$16K
3378,Emerging,NA,Internet Software & Services,2019-04-11,Trade Show,New Deal,New,Closed Won,Trade Show,50,Yes,2018-10-09,47 Months,$26K
3379,SMB,NA,Internet Software & Services,2019-04-10,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-04-10,60 Months,$1K
3380,Emerging,EMEA,Internet Software & Services,2019-04-10,,Upgrade,Upgrade,Closed Won,,12,Yes,2019-04-08,47 Months,$6K
3381,SMB,NA,Internet Software & Services,2019-04-10,,Upgrade,Upgrade,Closed Won,,"1,300",Yes,2019-01-04,60 Months,$2K
3382,Mid-Market,NA,Internet Software & Services,2019-04-10,,Upgrade,Upgrade,Closed Won,,350,Yes,2019-04-09,39 Months,$15K
3383,SMB,NA,Internet Software & Services,2019-04-10,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,70,No,2019-02-19,31 Months,$8K
3384,Emerging,NA,Internet Software & Services,2019-04-10,,Upgrade,Upgrade,Closed Won,,0,No,2019-04-01,39 Months,$2K
3385,Emerging,NA,Professional Services,2019-04-10,SalesLoft (Prospector),New Deal,New,Closed Lost,SalesLoft (Prospector),11,No,2019-04-03,47 Months,$8K
3386,SMB,NA,Professional Services,2019-04-10,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-04-10,60 Months,$4K
3387,Emerging,NA,Internet Software & Services,2019-04-09,,Upgrade,Upgrade,Closed Won,,1,Yes,2019-04-03,60 Months,$6K
3388,SMB,NA,Internet Software & Services,2019-04-09,,Upgrade,Upgrade,Closed Won,,51,Yes,2019-03-26,41 Months,$5K
3389,SMB,NA,Internet Software & Services,2019-04-09,,Upgrade,Upgrade,Closed Won,,201,Yes,2019-04-08,7 Months,$2K
3390,Emerging,NA,Internet Software & Services,2019-04-09,,Upgrade,Upgrade,Closed Won,,,Yes,2019-04-04,31 Months,$1K
3391,Emerging,NA,Internet Software & Services,2019-04-09,,New Deal,New,Closed Lost,,30,Yes,2019-03-06,47 Months,$23K
3392,Emerging,NA,Internet Software & Services,2019-04-09,,Upgrade,Upgrade,Closed Won,,60,Yes,2019-03-25,60 Months,$3K
3393,SMB,NA,Internet Software & Services,2019-04-09,,Upgrade,Upgrade,Closed Won,,175,Yes,2019-04-08,31 Months,$2K
3394,Enterprise,NA,Professional Services,2019-04-08,Datahug,Upgrade,Upgrade,Closed Won,Datahug,850,Yes,2019-01-11,15 Months,$6K
3395,Emerging,EMEA,,2019-04-08,Datahug,New Deal,New,Closed Lost,Datahug,,No,2019-03-04,47 Months,$8K
3396,Enterprise,EMEA,Technology,2019-04-08,,Upgrade,Upgrade,Closed Won,,"8,000",Yes,2019-01-24,23 Months,$21K
3397,Enterprise,NA,Financial Services,2019-04-08,LeadIQ,New Deal,New,Closed Lost,LeadIQ,450,No,2018-11-30,39 Months,$132K
3398,SMB,NA,Internet Software & Services,2019-04-08,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-04-03,47 Months,$1K
3399,SMB,NA,Internet Software & Services,2019-04-08,,Upgrade,Upgrade,Closed Lost,,150,Yes,2019-04-03,31 Months,$2K
3400,Emerging,NA,Internet Software & Services,2019-04-05,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-04-04,41 Months,$5K
3401,Enterprise,EMEA,Professional Services,2019-04-05,Social Ads,Upgrade,Upgrade,Closed Won,Social Ads,"9,000",Yes,2019-01-09,15 Months,$2K
3402,Enterprise,NA,Internet Software & Services,2019-04-05,SalesLoft (Prospector),Upgrade,Upgrade,Closed Won,SalesLoft (Prospector),"6,000",Yes,2019-04-01,6 Months,$12K
3403,SMB,NA,Internet Software & Services,2019-04-05,,Upgrade,Upgrade,Closed Won,,0,Yes,2019-03-21,41 Months,$1K
3404,Emerging,NA,Internet Software & Services,2019-04-05,SalesLoft (Prospector),Upgrade,Upgrade,Closed Won,SalesLoft (Prospector),15,Yes,2019-04-04,47 Months,$2K
3405,Enterprise,EMEA,Computer Software,2019-04-05,Web,New Deal,New,Closed Won,Web,"2,000",Yes,2018-11-16,23 Months,$38K
3406,Mid-Market,NA,Internet Software & Services,2019-04-05,,Upgrade,Upgrade,Closed Lost,,15,Yes,2018-11-05,60 Months,$17K
3407,Emerging,NA,Internet Software & Services,2019-04-04,,Upgrade,Upgrade,Closed Won,,32,Yes,2019-04-04,39 Months,$3K
